brand_part_number,Brand,brand_abbr,Stock,Price,expedite_eligibe,two_day_surcharge,overnight_surcharge
PSA56395,TRQ,TRQ,20,102.85,1,23.95,40.95
PSA56396,TRQ,TRQ,20,139.85,1,38.95,56.95
PSA56397,TRQ,TRQ,20,92.85,1,24.95,38.95
PSA56398,TRQ,TRQ,20,180.85,1,45.95,63.95
PSA56399,TRQ,TRQ,20,106.85,1,28.95,44.95
PSA56400,TRQ,TRQ,0,176.85,1,41.95,62.95
PSA56401,TRQ,TRQ,20,115.85,1,30.95,48.95
PSA56402,TRQ,TRQ,0,141.85,1,24.95,42.95
PSA56403,TRQ,TRQ,20,139.85,1,33.95,48.95
PSA56404,TRQ,TRQ,20,127.85,1,40.95,60.95
PSA56405,TRQ,TRQ,20,135.85,1,35.95,55.95
PSA56406,TRQ,TRQ,20,139.85,1,18.95,34.95
PSA56407,TRQ,TRQ,20,195.85,1,43.95,58.95
PSA56408,TRQ,TRQ,20,51.85,1,9.95,23.95
PSA56409,TRQ,TRQ,20,137.85,1,22.95,40.95
PSA56410,TRQ,TRQ,20,168.85,1,26.95,42.95
PSA56411,TRQ,TRQ,20,100.85,1,34.95,52.95
PSA56412,TRQ,TRQ,20,91.85,1,22.95,40.95
PSA56413,TRQ,TRQ,20,47.85,1,15.95,28.95
PSA56414,TRQ,TRQ,20,219.85,1,67.95,99.95
PSA56415,TRQ,TRQ,20,99.85,1,22.95,40.95
PSA56416,TRQ,TRQ,20,150.85,1,34.95,51.95
PSA56417,TRQ,TRQ,20,180.85,1,36.95,57.95
PSA56418,TRQ,TRQ,0,159.85,1,33.95,49.95
PSA56419,TRQ,TRQ,20,87.85,1,23.95,41.95
PSA56420,TRQ,TRQ,20,80.85,1,16.95,36.95
PSA56421,TRQ,TRQ,20,159.85,1,37.95,58.95
PSA56422,TRQ,TRQ,0,80.85,1,33.95,48.95
PSA56423,TRQ,TRQ,0,343.85,1,107.95,157.95
PSA56424,TRQ,TRQ,20,131.85,1,47.95,66.95
PSA56425,TRQ,TRQ,20,147.85,1,39.95,56.95
PSA56426,TRQ,TRQ,20,200.85,1,68.95,96.95
PSA56427,TRQ,TRQ,8,96.85,1,26.95,40.95
PSA56429,TRQ,TRQ,20,155.85,1,49.95,66.95
PSA56430,TRQ,TRQ,8,108.85,1,30.95,47.95
PSA56431,TRQ,TRQ,13,307.85,1,89.95,122.95
PSA56432,TRQ,TRQ,20,187.85,1,66.95,106.95
PSA56433,TRQ,TRQ,20,79.85,1,22.95,36.95
PSA56434,TRQ,TRQ,17,140.85,1,40.95,64.95
PSA56435,TRQ,TRQ,19,267.85,1,70.95,113.95
PSA56436,TRQ,TRQ,20,147.85,1,57.95,69.95
PSA56437,TRQ,TRQ,20,114.85,1,30.95,48.95
PSA56438,TRQ,TRQ,20,359.85,1,135.95,181.95
PSA56439,TRQ,TRQ,20,131.85,1,28.95,44.95
PSA56440,TRQ,TRQ,20,207.85,1,74.95,103.95
PSA56441,TRQ,TRQ,20,191.85,1,67.95,96.95
PSA56442,TRQ,TRQ,20,103.85,1,15.95,30.95
PSA56443,TRQ,TRQ,20,131.85,1,44.95,71.95
PSA56444,TRQ,TRQ,20,81.85,1,24.95,42.95
PSA56445,TRQ,TRQ,16,160.85,1,24.95,41.95
PSA56446,TRQ,TRQ,20,109.85,1,24.95,40.95
PSA56447,TRQ,TRQ,20,113.85,1,34.95,50.95
PSA56448,TRQ,TRQ,20,127.85,1,36.95,53.95
PSA56449,TRQ,TRQ,20,95.85,1,31.95,45.95
PSA56450,TRQ,TRQ,20,233.85,1,70.95,104.95
PSA56451,TRQ,TRQ,20,172.85,1,29.95,44.95
PSA56452,TRQ,TRQ,20,161.85,1,29.95,46.95
PSA56453,TRQ,TRQ,20,107.85,1,19.95,36.95
PSA56455,TRQ,TRQ,20,107.85,1,31.95,47.95
PSA56456,TRQ,TRQ,19,187.85,1,63.95,80.95
PSA56457,TRQ,TRQ,20,43.85,1,12.95,26.95
PSA56458,TRQ,TRQ,20,115.85,1,32.95,49.95
PSA56459,TRQ,TRQ,20,99.85,1,26.95,40.95
PSA56460,TRQ,TRQ,20,123.85,1,52.95,69.95
PSA56461,TRQ,TRQ,20,203.85,1,50.95,67.95
PSA56462,TRQ,TRQ,20,213.85,1,36.95,51.95
PSA56463,TRQ,TRQ,20,180.85,1,32.95,50.95
PSA56464,TRQ,TRQ,20,154.85,1,23.95,41.95
PSA56465,TRQ,TRQ,0,203.85,1,62.95,86.95
PSA56466,TRQ,TRQ,20,171.85,1,39.95,55.95
PSA56467,TRQ,TRQ,20,151.85,1,29.95,45.95
PSA56468,TRQ,TRQ,12,356.85,1,101.95,133.95
PSA56469,TRQ,TRQ,20,200.85,1,49.95,65.95
PSA56470,TRQ,TRQ,0,77.85,1,21.95,35.95
PSA56471,TRQ,TRQ,0,99.85,1,22.95,39.95
PSA56472,TRQ,TRQ,0,126.85,1,24.95,40.95
PSA56473,TRQ,TRQ,0,99.85,1,28.95,44.95
PSA56474,TRQ,TRQ,20,155.85,1,34.95,52.95
PSA56475,TRQ,TRQ,19,221.85,1,52.95,71.95
PSA56476,TRQ,TRQ,7,106.85,1,31.95,47.95
PSA56477,TRQ,TRQ,20,158.85,1,21.95,35.95
PSA56478,TRQ,TRQ,20,106.85,1,30.95,47.95
PSA56479,TRQ,TRQ,17,127.85,1,39.95,56.95
PSA56480,TRQ,TRQ,20,172.85,1,41.95,57.95
PSA56481,TRQ,TRQ,20,191.85,1,80.95,98.95
PSA56482,TRQ,TRQ,20,200.85,1,58.95,71.95
PSA56483,TRQ,TRQ,20,187.85,1,43.95,60.95
PSA56484,TRQ,TRQ,20,196.85,1,62.95,79.95
PSA56485,TRQ,TRQ,20,177.85,1,50.95,70.95
PSA56486,TRQ,TRQ,20,200.85,1,53.95,74.95
PSA56487,TRQ,TRQ,20,135.85,1,35.95,55.95
PSA56488,TRQ,TRQ,20,143.85,1,41.95,62.95
PSA56491,TRQ,TRQ,20,175.85,1,31.95,50.95
PSA56492,TRQ,TRQ,20,173.85,1,57.95,80.95
PSA56493,TRQ,TRQ,20,83.85,1,15.95,31.95
PSA56494,TRQ,TRQ,20,147.85,1,27.95,44.95
PSA56495,TRQ,TRQ,20,229.85,1,102.95,130.95
PSA56496,TRQ,TRQ,20,155.85,1,41.95,62.95
PSA56497,TRQ,TRQ,20,179.85,1,61.95,85.95
PSA56498,TRQ,TRQ,20,99.85,1,33.95,51.95
PSA56499,TRQ,TRQ,20,143.85,1,32.95,49.95
PSA56500,TRQ,TRQ,20,83.85,1,23.95,38.95
PSA56501,TRQ,TRQ,20,104.85,1,30.95,48.95
PSA56502,TRQ,TRQ,20,183.85,1,65.95,96.95
PSA56503,TRQ,TRQ,20,171.85,1,42.95,58.95
PSA56504,TRQ,TRQ,20,241.85,1,72.95,106.95
PSA56505,TRQ,TRQ,20,226.85,1,88.95,121.95
PSA56507,TRQ,TRQ,20,183.85,1,37.95,56.95
PSA56508,TRQ,TRQ,5,50.85,1,15.95,28.95
PSA56509,TRQ,TRQ,20,43.85,1,12.95,26.95
PSA56510,TRQ,TRQ,20,213.85,1,52.95,68.95
PSA56511,TRQ,TRQ,0,152.85,1,54.95,71.95
PSA56512,TRQ,TRQ,20,163.85,1,45.95,63.95
PSA56513,TRQ,TRQ,0,155.85,1,40.95,58.95
PSA56514,TRQ,TRQ,20,103.85,1,31.95,47.95
PSA56515,TRQ,TRQ,20,168.85,1,34.95,52.95
PSA56516,TRQ,TRQ,18,211.85,1,71.95,103.95
PSA56517,TRQ,TRQ,20,225.85,1,69.95,89.95
PSA56518,TRQ,TRQ,20,151.85,1,27.95,44.95
PSA56519,TRQ,TRQ,8,159.85,1,42.95,57.95
PSA56520,TRQ,TRQ,20,57.85,1,13.95,28.95
PSA56521,TRQ,TRQ,20,185.85,1,50.95,66.95
PSA56522,TRQ,TRQ,20,217.85,1,53.95,78.95
PSA56523,TRQ,TRQ,20,231.85,1,43.95,60.95
PSA56524,TRQ,TRQ,7,156.85,1,46.95,71.95
PSA56525,TRQ,TRQ,20,211.85,1,71.95,100.95
PSA56526,TRQ,TRQ,20,171.85,1,28.95,44.95
PSA56527,TRQ,TRQ,20,180.85,1,45.95,63.95
PSA56528,TRQ,TRQ,20,248.85,1,58.95,73.95
PSA56529,TRQ,TRQ,20,135.85,1,17.95,33.95
PSA56530,TRQ,TRQ,20,92.85,1,26.95,40.95
PSA56531,TRQ,TRQ,20,91.85,1,26.95,40.95
PSA56533,TRQ,TRQ,20,307.85,1,64.95,103.95
PSA56534,TRQ,TRQ,20,227.85,1,54.95,87.95
PSA56535,TRQ,TRQ,20,172.85,1,32.95,48.95
PSA56540,TRQ,TRQ,0,187.85,1,32.95,48.95
PSA56541,TRQ,TRQ,20,35.85,1,9.95,19.95
PSA56542,TRQ,TRQ,18,32.85,1,9.95,19.95
PSA56543,TRQ,TRQ,20,299.85,0,,
PSA56544,TRQ,TRQ,20,243.85,0,,
PSA56545,TRQ,TRQ,20,243.85,0,,
PSA56546,TRQ,TRQ,20,43.85,0,,
PSA56547,TRQ,TRQ,20,43.85,0,,
PSA56548,TRQ,TRQ,20,47.85,0,,
PSA56549,TRQ,TRQ,20,47.85,0,,
PSA56550,TRQ,TRQ,0,71.85,0,,
PSA56551,TRQ,TRQ,0,71.85,0,,
PSA56552,TRQ,TRQ,19,41.85,0,,
PSA56553,TRQ,TRQ,20,43.85,0,,
PSA56555,TRQ,TRQ,20,23.85,0,,
PSA56556,TRQ,TRQ,20,23.85,0,,
PSA56557,TRQ,TRQ,0,25.85,0,,
PSA56558,TRQ,TRQ,20,47.85,0,,
PSA56559,TRQ,TRQ,20,59.85,0,,
PSA56567,TRQ,TRQ,0,59.85,0,,
PSA56568,TRQ,TRQ,0,67.85,0,,
PSA58219,TRQ,TRQ,20,262.85,1,88.95,119.95
PSA58458,TRQ,TRQ,20,84.85,1,24.95,38.95
PSA58459,TRQ,TRQ,20,122.85,1,41.95,56.95
PSA58460,TRQ,TRQ,20,51.85,1,14.95,31.95
PSA58461,TRQ,TRQ,20,83.85,1,25.95,41.95
PSA58462,TRQ,TRQ,20,94.85,1,25.95,41.95
PSA58463,TRQ,TRQ,20,51.85,1,12.95,24.95
PSA58464,TRQ,TRQ,20,90.85,1,24.95,38.95
PSA58465,TRQ,TRQ,20,75.85,1,30.95,45.95
PSA58466,TRQ,TRQ,20,46.85,1,14.95,26.95
PSA58467,TRQ,TRQ,20,79.85,1,22.95,38.95
PSA58468,TRQ,TRQ,20,79.85,1,20.95,33.95
PSA58469,TRQ,TRQ,20,98.85,1,28.95,44.95
PSA58470,TRQ,TRQ,7,89.85,1,34.95,50.95
PSA58471,TRQ,TRQ,20,135.85,1,43.95,59.95
PSA58472,TRQ,TRQ,20,98.85,1,28.95,44.95
PSA58473,TRQ,TRQ,20,106.85,1,34.95,52.95
PSA58474,TRQ,TRQ,20,118.85,1,36.95,50.95
PSA58475,TRQ,TRQ,20,83.85,1,22.95,38.95
PSA58476,TRQ,TRQ,20,115.85,1,33.95,50.95
PSA58477,TRQ,TRQ,20,123.85,1,34.95,52.95
PSA58478,TRQ,TRQ,20,99.85,1,29.95,47.95
PSA58479,TRQ,TRQ,20,187.85,1,60.95,81.95
PSA58480,TRQ,TRQ,20,102.85,1,32.95,51.95
PSA58481,TRQ,TRQ,0,99.85,1,31.95,49.95
PSA58482,TRQ,TRQ,20,184.85,1,57.95,77.95
PSA58483,TRQ,TRQ,20,90.85,1,26.95,43.95
PSA58484,TRQ,TRQ,20,86.85,1,28.95,44.95
PSA58485,TRQ,TRQ,20,159.85,1,64.95,84.95
PSA58486,TRQ,TRQ,0,47.85,1,28.95,43.95
PSA58487,TRQ,TRQ,20,46.85,1,12.95,26.95
PSA58488,TRQ,TRQ,0,73.85,1,18.95,34.95
PSA58489,TRQ,TRQ,20,39.85,1,12.95,26.95
PSA58490,TRQ,TRQ,20,115.85,1,38.95,55.95
PSA58491,TRQ,TRQ,20,40.85,1,11.95,24.95
PSA58492,TRQ,TRQ,20,75.85,1,31.95,47.95
PSA58493,TRQ,TRQ,20,43.85,1,11.95,24.95
PSA58494,TRQ,TRQ,20,47.85,1,12.95,24.95
PSA58495,TRQ,TRQ,20,75.85,1,24.95,44.95
PSA58496,TRQ,TRQ,20,51.85,1,14.95,31.95
PSA58498,TRQ,TRQ,20,48.85,1,9.95,23.95
PSA58499,TRQ,TRQ,20,79.85,1,19.95,37.95
PSA58500,TRQ,TRQ,20,55.85,1,12.95,24.95
PSA58502,TRQ,TRQ,20,49.85,1,13.95,28.95
PSA58503,TRQ,TRQ,20,51.85,1,14.95,29.95
PSA58504,TRQ,TRQ,20,55.85,1,15.95,30.95
PSA58505,TRQ,TRQ,20,51.85,1,12.95,26.95
PSA58506,TRQ,TRQ,20,61.85,1,14.95,27.95
PSA58507,TRQ,TRQ,20,59.85,1,15.95,30.95
PSA58508,TRQ,TRQ,20,49.85,1,10.95,25.95
PSA58510,TRQ,TRQ,20,47.85,1,12.95,26.95
PSA58511,TRQ,TRQ,20,47.85,1,13.95,28.95
PSA58512,TRQ,TRQ,20,51.85,1,13.95,28.95
PSA58517,TRQ,TRQ,20,43.85,1,12.95,26.95
PSA58519,TRQ,TRQ,20,63.85,1,20.95,36.95
PSA58523,TRQ,TRQ,0,47.85,1,12.95,27.95
PSA58524,TRQ,TRQ,20,43.85,1,10.95,25.95
PSA58525,TRQ,TRQ,20,47.85,1,15.95,28.95
PSA58536,TRQ,TRQ,20,51.85,1,12.95,26.95
PSA58538,TRQ,TRQ,20,55.85,1,13.95,26.95
PSA58539,TRQ,TRQ,20,40.85,1,11.95,24.95
PSA58540,TRQ,TRQ,20,67.85,1,17.95,36.95
PSA58543,TRQ,TRQ,20,51.85,1,12.95,26.95
PSA58544,TRQ,TRQ,0,41.85,1,9.95,21.95
PSA58547,TRQ,TRQ,20,38.85,1,9.95,19.95
PSA58549,TRQ,TRQ,20,51.85,1,12.95,27.95
PSA58551,TRQ,TRQ,20,51.85,1,15.95,28.95
PSA58552,TRQ,TRQ,20,47.85,1,15.95,28.95
PSA58553,TRQ,TRQ,20,63.85,1,17.95,34.95
PSA58558,TRQ,TRQ,20,43.85,1,12.95,27.95
PSA58560,TRQ,TRQ,20,63.85,1,19.95,36.95
PSA58561,TRQ,TRQ,20,167.85,1,49.95,65.95
PSA58562,TRQ,TRQ,20,51.85,1,14.95,29.95
PSA58563,TRQ,TRQ,20,35.85,1,9.95,19.95
PSA58565,TRQ,TRQ,20,133.85,1,51.95,69.95
PSA58566,TRQ,TRQ,20,151.85,1,52.95,71.95
PSA58567,TRQ,TRQ,20,83.85,1,28.95,44.95
PSA58568,TRQ,TRQ,20,51.85,1,16.95,34.95
PSA58569,TRQ,TRQ,20,307.85,1,94.95,126.95
PSA58571,TRQ,TRQ,20,211.85,1,50.95,67.95
PSA58572,TRQ,TRQ,20,233.85,1,66.95,83.95
PSA58573,TRQ,TRQ,20,229.85,1,53.95,71.95
PSA58574,TRQ,TRQ,0,127.85,1,54.95,72.95
PSA58575,TRQ,TRQ,20,335.85,1,39.95,56.95
PSA58576,TRQ,TRQ,20,337.85,1,39.95,56.95
PSA58577,TRQ,TRQ,20,235.85,1,49.95,66.95
PSA58580,TRQ,TRQ,20,203.85,1,36.95,54.95
PSA58581,TRQ,TRQ,20,286.85,1,66.95,83.95
PSA58582,TRQ,TRQ,20,47.85,1,15.95,28.95
PSA58583,TRQ,TRQ,20,69.85,1,18.95,34.95
PSA58584,TRQ,TRQ,20,86.85,1,25.95,43.95
PSA58585,TRQ,TRQ,20,75.85,1,26.95,40.95
PSA58587,TRQ,TRQ,20,147.85,1,53.95,70.95
PSA58588,TRQ,TRQ,20,35.85,1,9.95,19.95
PSA58589,TRQ,TRQ,19,36.85,1,9.95,23.95
PSA58590,TRQ,TRQ,20,38.85,1,9.95,23.95
PSA58591,TRQ,TRQ,20,35.85,1,9.95,23.95
PSA58592,TRQ,TRQ,20,47.85,1,12.95,27.95
PSA58593,TRQ,TRQ,20,35.85,1,9.95,19.95
PSA58594,TRQ,TRQ,9,43.85,1,9.95,19.95
PSA58596,TRQ,TRQ,20,71.85,1,19.95,36.95
PSA58597,TRQ,TRQ,20,75.85,1,20.95,36.95
PSA58598,TRQ,TRQ,20,71.85,1,20.95,36.95
PSA58599,TRQ,TRQ,19,51.85,1,12.95,27.95
PSA58604,TRQ,TRQ,20,59.85,1,26.95,39.95
PSA58605,TRQ,TRQ,20,71.85,1,27.95,41.95
PSA58606,TRQ,TRQ,20,83.85,1,29.95,45.95
PSA58607,TRQ,TRQ,20,91.85,1,25.95,43.95
PSA58608,TRQ,TRQ,20,55.85,1,15.95,28.95
PSA58609,TRQ,TRQ,20,95.85,1,27.95,43.95
PSA58610,TRQ,TRQ,20,79.85,1,21.95,37.95
PSA58611,TRQ,TRQ,20,102.85,1,31.95,49.95
PSA58612,TRQ,TRQ,20,131.85,1,39.95,59.95
PSA58613,TRQ,TRQ,20,163.85,1,48.95,68.95
PSA58614,TRQ,TRQ,20,36.85,1,9.95,19.95
PSA58615,TRQ,TRQ,20,47.85,1,14.95,29.95
PSA58618,TRQ,TRQ,20,98.85,1,27.95,42.95
PSA58622,TRQ,TRQ,20,229.85,1,50.95,67.95
PSA58623,TRQ,TRQ,0,56.85,1,12.95,26.95
PSA58624,TRQ,TRQ,0,79.85,1,25.95,43.95
PSA58625,TRQ,TRQ,0,79.85,1,22.95,38.95
PSA58627,TRQ,TRQ,20,47.85,1,12.95,26.95
PSA58628,TRQ,TRQ,20,303.85,1,93.95,123.95
PSA58629,TRQ,TRQ,20,213.85,1,59.95,86.95
PSA58631,TRQ,TRQ,20,51.85,1,12.95,24.95
PSA58632,TRQ,TRQ,20,254.85,1,37.95,56.95
PSA58634,TRQ,TRQ,20,39.85,1,11.95,24.95
PSA58635,TRQ,TRQ,20,35.85,1,9.95,19.95
PSA58636,TRQ,TRQ,20,148.85,1,41.95,56.95
PSA58638,TRQ,TRQ,20,341.85,1,36.95,54.95
PSA58639,TRQ,TRQ,20,31.85,1,9.95,23.95
PSA58642,TRQ,TRQ,20,51.85,1,13.95,28.95
PSA58643,TRQ,TRQ,20,199.85,1,66.95,95.95
PSA58644,TRQ,TRQ,20,204.85,1,69.95,102.95
PSA58645,TRQ,TRQ,20,199.85,1,69.95,102.95
PSA58646,TRQ,TRQ,20,213.85,1,72.95,104.95
PSA58647,TRQ,TRQ,20,262.85,1,87.95,120.95
PSA58648,TRQ,TRQ,20,183.85,1,65.95,97.95
PSA58650,TRQ,TRQ,20,111.85,1,37.95,53.95
PSA58651,TRQ,TRQ,20,115.85,1,33.95,53.95
PSA58652,TRQ,TRQ,20,143.85,1,44.95,61.95
PSA58653,TRQ,TRQ,20,278.85,1,77.95,110.95
PSA58654,TRQ,TRQ,20,243.85,1,53.95,86.95
PSA58655,TRQ,TRQ,20,51.85,1,12.95,26.95
PSA58656,TRQ,TRQ,20,131.85,1,33.95,51.95
PSA58657,TRQ,TRQ,20,123.85,1,31.95,50.95
PSA58658,TRQ,TRQ,0,131.85,1,38.95,56.95
PSA58659,TRQ,TRQ,20,83.85,1,22.95,39.95
PSA58660,TRQ,TRQ,20,98.85,1,31.95,50.95
PSA58661,TRQ,TRQ,20,99.85,1,27.95,45.95
PSA58662,TRQ,TRQ,20,59.85,1,16.95,36.95
PSA58663,TRQ,TRQ,20,95.85,1,26.95,45.95
PSA58664,TRQ,TRQ,20,200.85,1,34.95,52.95
PSA58665,TRQ,TRQ,16,147.85,1,46.95,64.95
PSA58666,TRQ,TRQ,0,99.85,1,27.95,45.95
PSA58667,TRQ,TRQ,20,221.85,1,59.95,78.95
PSA58668,TRQ,TRQ,20,135.85,1,39.95,58.95
PSA58669,TRQ,TRQ,20,168.85,1,41.95,64.95
PSA58670,TRQ,TRQ,20,201.85,1,56.95,76.95
PSA58671,TRQ,TRQ,12,140.85,1,43.95,63.95
PSA58672,TRQ,TRQ,20,151.85,1,43.95,64.95
PSA58673,TRQ,TRQ,20,102.85,1,32.95,52.95
PSA58674,TRQ,TRQ,20,323.85,1,52.95,73.95
PSA58675,TRQ,TRQ,20,107.85,1,35.95,54.95
PSA58676,TRQ,TRQ,20,103.85,1,35.95,56.95
PSA58677,TRQ,TRQ,20,139.85,1,41.95,61.95
PSA58678,TRQ,TRQ,20,168.85,1,46.95,65.95
PSA58679,TRQ,TRQ,20,155.85,1,46.95,65.95
PSA58680,TRQ,TRQ,20,143.85,1,43.95,62.95
PSA58681,TRQ,TRQ,20,191.85,1,48.95,66.95
PSA58682,TRQ,TRQ,20,99.85,1,33.95,49.95
PSA58683,TRQ,TRQ,16,168.85,1,49.95,69.95
PSA58684,TRQ,TRQ,0,115.85,1,26.95,42.95
PSA58685,TRQ,TRQ,20,111.85,1,29.95,45.95
PSA58686,TRQ,TRQ,20,168.85,1,54.95,73.95
PSA58687,TRQ,TRQ,20,123.85,1,37.95,57.95
PSA58688,TRQ,TRQ,20,143.85,1,41.95,61.95
PSA58689,TRQ,TRQ,0,137.85,1,36.95,56.95
PSA58690,TRQ,TRQ,20,103.85,1,33.95,51.95
PSA58691,TRQ,TRQ,20,146.85,1,46.95,64.95
PSA58692,TRQ,TRQ,20,123.85,1,32.95,52.95
PSA58693,TRQ,TRQ,20,63.85,1,17.95,36.95
PSA58695,TRQ,TRQ,20,107.85,1,34.95,53.95
PSA58696,TRQ,TRQ,20,203.85,1,68.95,91.95
PSA58697,TRQ,TRQ,20,127.85,1,34.95,51.95
PSA58698,TRQ,TRQ,20,71.85,1,18.95,37.95
PSA58699,TRQ,TRQ,20,63.85,1,18.95,37.95
PSA58700,TRQ,TRQ,20,155.85,1,22.95,40.95
PSA58701,TRQ,TRQ,20,199.85,1,65.95,84.95
PSA58702,TRQ,TRQ,20,131.85,1,64.95,81.95
PSA58703,TRQ,TRQ,0,57.85,1,15.95,28.95
PSA58704,TRQ,TRQ,20,256.85,1,45.95,68.95
PSA58706,TRQ,TRQ,20,156.85,1,29.95,49.95
PSA58707,TRQ,TRQ,12,147.85,1,33.95,52.95
PSA58708,TRQ,TRQ,20,87.85,1,27.95,44.95
PSA58709,TRQ,TRQ,20,55.85,1,13.95,26.95
PSA58710,TRQ,TRQ,20,95.85,1,24.95,40.95
PSA58711,TRQ,TRQ,20,64.85,1,20.95,36.95
PSA58712,TRQ,TRQ,20,75.85,1,23.95,42.95
PSA58713,TRQ,TRQ,20,75.85,1,25.95,43.95
PSA58714,TRQ,TRQ,20,81.85,1,23.95,39.95
PSA58715,TRQ,TRQ,20,112.85,1,32.95,51.95
PSA58716,TRQ,TRQ,20,115.85,1,29.95,48.95
PSA58717,TRQ,TRQ,20,143.85,1,44.95,64.95
PSA58718,TRQ,TRQ,20,81.85,1,19.95,37.95
PSA58719,TRQ,TRQ,20,123.85,1,32.95,50.95
PSA58720,TRQ,TRQ,7,131.85,1,41.95,61.95
PSA58721,TRQ,TRQ,0,133.85,1,32.95,52.95
PSA58722,TRQ,TRQ,20,63.85,1,20.95,36.95
PSA58723,TRQ,TRQ,20,67.85,1,21.95,37.95
PSA58724,TRQ,TRQ,20,119.85,1,34.95,54.95
PSA58725,TRQ,TRQ,20,59.85,1,17.95,36.95
PSA58726,TRQ,TRQ,20,79.85,1,24.95,42.95
PSA58727,TRQ,TRQ,20,55.85,1,13.95,26.95
PSA58728,TRQ,TRQ,20,63.85,1,18.95,37.95
PSA58729,TRQ,TRQ,20,68.85,1,20.95,36.95
PSA58730,TRQ,TRQ,20,63.85,1,17.95,36.95
PSA58731,TRQ,TRQ,0,126.85,1,33.95,51.95
PSA58732,TRQ,TRQ,20,146.85,1,98.95,129.95
PSA58733,TRQ,TRQ,20,151.85,1,45.95,64.95
PSA58734,TRQ,TRQ,20,225.85,1,57.95,78.95
PSA58735,TRQ,TRQ,20,241.85,1,58.95,80.95
PSA58736,TRQ,TRQ,20,167.85,1,49.95,69.95
PSA58737,TRQ,TRQ,20,123.85,1,38.95,54.95
PSA58738,TRQ,TRQ,0,164.85,1,39.95,59.95
PSA58739,TRQ,TRQ,20,103.85,1,29.95,45.95
PSA58740,TRQ,TRQ,20,124.85,1,40.95,60.95
PSA58741,TRQ,TRQ,0,133.85,1,39.95,61.95
PSA58742,TRQ,TRQ,20,111.85,1,27.95,44.95
PSA58743,TRQ,TRQ,20,135.85,1,41.95,63.95
PSA58744,TRQ,TRQ,20,107.85,1,27.95,46.95
PSA58745,TRQ,TRQ,20,122.85,1,31.95,51.95
PSA58746,TRQ,TRQ,0,140.85,1,35.95,54.95
PSA58747,TRQ,TRQ,20,159.85,1,64.95,84.95
PSA58748,TRQ,TRQ,20,91.85,1,23.95,39.95
PSA58749,TRQ,TRQ,20,168.85,1,37.95,58.95
PSA58750,TRQ,TRQ,20,67.85,1,17.95,36.95
PSA58751,TRQ,TRQ,20,135.85,1,38.95,56.95
PSA58752,TRQ,TRQ,20,156.85,1,48.95,70.95
PSA58753,TRQ,TRQ,20,187.85,1,48.95,69.95
PSA58754,TRQ,TRQ,20,195.85,1,77.95,113.95
PSA58755,TRQ,TRQ,20,115.85,1,33.95,50.95
PSA58756,TRQ,TRQ,20,114.85,1,36.95,55.95
PSA58757,TRQ,TRQ,20,208.85,1,56.95,76.95
PSA58758,TRQ,TRQ,20,87.85,1,26.95,44.95
PSA58759,TRQ,TRQ,20,98.85,1,31.95,50.95
PSA58760,TRQ,TRQ,20,131.85,1,35.95,53.95
PSA58761,TRQ,TRQ,20,63.85,1,19.95,36.95
PSA58762,TRQ,TRQ,20,59.85,1,13.95,26.95
PSA58763,TRQ,TRQ,20,103.85,1,34.95,52.95
PSA58764,TRQ,TRQ,20,98.85,1,34.95,51.95
PSA58765,TRQ,TRQ,20,47.85,1,12.95,27.95
PSA58766,TRQ,TRQ,20,131.85,1,39.95,59.95
PSA58767,TRQ,TRQ,20,91.85,1,32.95,48.95
PSA58768,TRQ,TRQ,0,115.85,1,35.95,53.95
PSA58770,TRQ,TRQ,20,191.85,1,55.95,75.95
PSA58771,TRQ,TRQ,20,103.85,1,35.95,56.95
PSA58772,TRQ,TRQ,20,221.85,1,68.95,103.95
PSA58773,TRQ,TRQ,0,143.85,1,39.95,58.95
PSA58774,TRQ,TRQ,20,115.85,1,36.95,57.95
PSA58775,TRQ,TRQ,20,67.85,1,19.95,36.95
PSA58776,TRQ,TRQ,20,237.85,1,87.95,121.95
PSA58777,TRQ,TRQ,20,118.85,1,38.95,58.95
PSA58778,TRQ,TRQ,20,123.85,1,45.95,63.95
PSA58779,TRQ,TRQ,20,107.85,1,68.95,86.95
PSA58780,TRQ,TRQ,20,221.85,1,54.95,74.95
PSA58781,TRQ,TRQ,0,127.85,1,34.95,54.95
PSA58782,TRQ,TRQ,20,139.85,1,45.95,63.95
PSA58783,TRQ,TRQ,20,47.85,1,12.95,27.95
PSA58784,TRQ,TRQ,20,139.85,1,35.95,55.95
PSA58785,TRQ,TRQ,20,142.85,1,39.95,59.95
PSA58786,TRQ,TRQ,20,207.85,1,77.95,105.95
PSA58787,TRQ,TRQ,20,95.85,1,24.95,45.95
PSA58788,TRQ,TRQ,20,131.85,1,64.95,80.95
PSA58789,TRQ,TRQ,0,131.85,1,31.95,50.95
PSA58790,TRQ,TRQ,20,155.85,1,35.95,55.95
PSA58791,TRQ,TRQ,20,319.85,1,91.95,127.95
PSA58792,TRQ,TRQ,0,246.85,1,84.95,113.95
PSA58793,TRQ,TRQ,0,114.85,1,32.95,52.95
PSA58794,TRQ,TRQ,20,48.85,1,15.95,31.95
PSA58795,TRQ,TRQ,20,158.85,1,30.95,47.95
PSA58796,TRQ,TRQ,20,199.85,1,57.95,79.95
PSA58797,TRQ,TRQ,20,203.85,1,59.95,79.95
